,description,accession,organism,taxon_id,valid,ffn
3571,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49263,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3572,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49251,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3573,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49239,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3574,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49227,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3575,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49215,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3576,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49203,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3577,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49191,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3578,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49179,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3579,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49167,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3580,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49155,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3581,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49143,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3582,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49131,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3583,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49119,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3584,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49107,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3585,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49095,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3586,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49083,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3587,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49071,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3588,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49059,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3589,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49047,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3590,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49035,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3591,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49023,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3592,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49011,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3593,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48999,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3594,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48987,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3595,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48975,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3596,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48963,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3597,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48951,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3598,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48939,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3599,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48927,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3600,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48915,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3601,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48903,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3602,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48891,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3603,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48879,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3604,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48867,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3605,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48855,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3606,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48843,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3607,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48831,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3608,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48819,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3609,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48807,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3610,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48795,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3611,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48783,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3612,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48771,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3613,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48759,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3614,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48747,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3615,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48735,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3616,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48723,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3617,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48711,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3618,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48699,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3619,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48687,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3620,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48675,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3621,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48663,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3622,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48651,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3623,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48639,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3624,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48627,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3625,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48615,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3626,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48603,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3627,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48591,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3628,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48579,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3629,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48567,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3630,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48555,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3631,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48543,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3632,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48531,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3633,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48519,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3634,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48507,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3635,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48495,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3636,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48483,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3637,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48471,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3638,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48459,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3639,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48447,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3640,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48435,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3641,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48423,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3642,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48411,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3643,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48399,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3644,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48387,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3645,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48375,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3646,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48363,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3647,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48351,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3648,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48339,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3649,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48327,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3650,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48315,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3651,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48303,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3652,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48291,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3653,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48279,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3654,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48267,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
3655,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48255,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
